category,favourite,audio_name,dua_transliteration,english_translation,dua_id,dua_title,dua_arabic,additional_info,counter,reference,urdu_translation,id
Family,no,dua_73,"allaahumma innee as’aluka khayrahaa, wa khayra maa jabaltahaa ‛alayh, wa a‛oodhu bika min sharrihaa, wa sharri maa jabaltahaa ‛alayh","When you marry a woman, say: “O Allah, I ask You for the goodness within her and the goodness that you have made her inclined towards, and I seek refuge with You from the evil within her and the evil that you have made her inclined towards",73,"Dua of a bridegroom on the wedding night","ٱللَّهُمَّ إِنِّي أَسْأَلُكَ خَيْرَهَا ، وَخَيْرَ مَا جَبَلْتَهَا عَلَيْهِ ، وَأَعُوذُ بِكَ مِنْ شَرِّهَا ، وَشَرِّ مَا جَبَلْتَهَا عَلَيْهِ","Amr b. Shu'aib on his father's authority said that his grandfather (Abdullah ibn Amr ibn al-'As) reported the Prophet (May peace be upon him)  said: If one of you marries a woman or buys a slave, he should say: ""O Allah, I ask You for the good in her, and in the disposition You have given her; I take refuge in You from the evil in her, and in the disposition You have given her."" When he buys a camel, he should take hold of the top of its hump and say the same kind of thing. Abu Dawud said: Abu Sa'id added the following words in his version: He should then tale hold of her forelock and pray for blessing in the case of a woman or a slave.",0,"""Sunan Abi Dawud 2160, In-book reference : Book 12, Hadith 115, English translation : Book 11, Hadith 2155""","اے اللہ ! میں تجھ سے اس کی بھلائی اور اس کی جبلت اور اس کی طبیعت کا خواستگار ہوں ، جو خیر و بھلائی تو نے ودیعت کی ہے ، اس کے شر اور اس کی جبلت اور طبیعت میں تیری طرف سے ودیعت شر سے تیری پناہ مانگتا ہوں",75
Blessings,no,dua_74,"Wa laa uzakkee ‘alallaahi ahadan.","I think that he is so and so, and Allah knows exactly the truth",74,"Praising Other Muslims"," وَلاَ أُ زَكّيْ عَلَى اللَّهِ أَحَدًا","Narrated Abu Bakra: A man praised another man in front of the Prophet (May peace be upon him) . The Prophet (May peace be upon him) said to him, ""Woe to you, you have cut off your companion's neck, you have cut off your companion's neck,"" repeating it several times and then added, ""Whoever amongst you has to praise his brother should say, 'I think that he is so and so, and Allah knows exactly the truth, and I do not confirm anybody's good conduct before Allah, but I think him so and so,' if he really knows what he says about him.""",0,"""Sahih al-Bukhari 2662, In-book reference : Book 52, Hadith 26, USC-MSA web (English) reference : Vol. 3, Book 48, Hadith 830""","میں فلاں شخص کو ایسا سمجھتا ہوں ، آگے اللہ خوب جانتا ہے",54
Blessings,no,dua_75,"bismillaahi fee awwalihi wa aakhirihi","In the name of Allah in it’s beginning and end",75,"Dua when forgot to mention the name of Allah at start of a meal","بِسْمِ اللهِ فِي أَوَّلِهِ وَآخِرِهِ","Narrated Aisha, Ummul Mu'minin: The Messenger of Allah (May peace be upon him) said: When one of you eats, he should mention Allah's name; if he forgets to mention  Allah's name at the beginning, he should say: ""In the name of Allah at the beginning and at the end of it",0,"""Sunan Abi Dawud 3767, In-book reference : Book 28, Hadith 32, English translation : Book 27, Hadith 3758""","شروع اللہ ہی کے نام سے اور آخر بھی اسی کے نام سے۔",55
Morning/Evening,no,dua_76,"alhamdu lillaahil-lazee ahyaanaa ba‛da maa amaatanaa wa ilayhin-nushoor ","All praise is for Allah who gave us life after causing us to die, and unto Him is the resurrection",76,"After waking up","ٱلْحَمْدُ لِلّٰهِ الَّذِي أَحْيَانَا بَعْدَ مَا أَمَاتَنَا وَإِلَيْهِ النُّشُورُ","""Narrated Hudhaifa:
When the Prophet (May peace be upon him) went to bed, he would say: """"Bismika amutu wa ahya."""" and when he got up he would say:"""" Al-hamdu li l-lahil-ladhi ahyana ba'da ma amatana wa ilaihin-nushur.""""""",0,"""Sahih al-Bukhari 6312
In-book reference  : Book 80, Hadith 9
USC-MSA web (English) reference  : Vol. 8, Book 75, Hadith 324""","اسی اللہ کے لئے تمام تعریفیں ہیں جس نے ہمیں زندہ کیا ۔ اس کے بعد کہ اس نے موت طاری کر دی تھی اور اسی کی طرف لوٹنا ہے",106
Morning/Evening,no,dua_77,"laa ilaaha ill-allaahu wahdahu laa shareeka lah, lahul-mulku wa lahul-hamd, wa huwa ‛alaa kulli shay’in qadeer, subhaan-allaahi wal-hamdu lillaah, wa laa ilaaha ill-allaahu wallaahu akbar, wa laa hawla wa laa quwwata illaa billaahil-‛aliyyil-‛azeem rabbigh-fir lee","None has the right to be worshipped except Allah, alone and with no partner, to Him belongs [all] sovereignty and praise, and He is able to do all things; How far from imperfections Allah is, and all praise is for Allah, and none has the right to be worshipped except Allah, Allah is the greatest, and there is no power nor might except with Allah, The Most High, The Supreme.' and then supplicates: 'O my Lord forgive me.",77,"Dua for waking up at night","لَا إِلَهَ إِلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ ، سُبْحَانَ اللهِ وَالْحَمْدُ لِلّٰهِ ، وَلَا إِلَهَ إِلَّا اللهُ وَاللهُ أَكْـبَرُ ، وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ الْعَلِيِّ الْعَظِيمِ رَبِّ اغْفِرْ لِي","""‘Ubadah b. al-Samit reported the Messenger of Allah (May peace be upon him) as saying; If anyone is alarmed while asleep and he says when awakes :
there is no god but Allah alone Who has no partner, to whom dominion belongs, to whom praise is due, and who has power over everything (omnipotent). Glory be to Allah, and praise be to Allah, and there is no god but Allah, and then he prays: O my Lord, forgive me. Abu Dawud said : Al-Walid’s version has; and he prays, his prayer will be answered. If he gets up, performs ablution, and prays, his prayer will be accepted.""",0,"""Sunan Abi Dawud 5060
In-book reference         : Book 43, Hadith 288
English translation         : Book 42, Hadith 5042""","اللہ کے علاوہ کوئی معبود نہیں وہ اکیلا ہے اس کا کوئی شریک نہیں، بادشاہت اسی کی ہے، تمام تعریفیں اسی کیلئے ہیں وہ ہر چیز پر قادر ہے، اللہ پاک ہے تعریفیں اسی کیلئے ہیں۔ اور اس کے سوا کوئی معبود نہیں، اللہ بہت بڑا ہے اور گناہ سے بچنے اور نیکی کرنے کی قوت صرف اللہ ہی کی طرف سے ہے۔ اور پھر کہے یا اللہ مجھے بخش دے.",107
Morning/Evening,no,dua_78,"Allahumma Bismika Amootu wa ahyaa","In Your name O Allah, I live and die.",78,"Before Sleeping","ٱللَّهُمَّ بِاسْمِكَ أَمُوتُ وَأَحْيَا","""Narrated Hudhaifa:
When the Prophet (May peace be upon him) went to bed, he would say: """"Bismika amutu wa ahya."""" and when he got up he would say:"""" Al-hamdu li l-lahil-ladhi ahyana ba'da ma amatana wa ilaihin-nushur.""""""",0,"""Sahih al-Bukhari 6312
In-book reference  : Book 80, Hadith 9
USC-MSA web (English) reference  : Vol. 8, Book 75, Hadith 324""","تیرے ہی نام کے ساتھ میں مردہ اور زندہ رہتا ہوں",108
Random,no,dua_80,"a‛oodhu billaahi minash-shaytaanir-rajeem","I seek refuge with Allah from the accursed devil (shaytaan).",80,"When Angry","أَعُوذُ بِاللهِ مِنَ الشَّيْطَانِ الرَّجِيمِ","""Narrated Sulaiman bin Surd:
While I was sitting in the company of the Prophet, two men abused each other and the face of one of them became red with anger, and his jugular veins swelled (i.e. he became furious). On that the Prophet said, """"I know a word, the saying of which will cause him to relax, if he does say it. If he says: 'I seek Refuge with Allah from Satan.' then all is anger will go away."""" Some body said to him, """"The Prophet has said, 'Seek refuge with Allah from Satan.""""' The angry man said, """"Am I mad?""""""",0,"""Sahih al-Bukhari 3282
In-book reference  : Book 59, Hadith 91
USC-MSA web (English) reference  : Vol. 4, Book 54, Hadith 502""","میں شیطان مردود سے اللہ کی پناہ مانگتا ہوں",125
Random,no,dua_83,"bis-mil-laah (3 Times) ’a‛oodhu bial-laahi wa qudratih min shar-ri maa ajidu wa uhaadhir (7 Times) ","“In the name of Allah.” (three times) …then supplicate seven times: “I seek refuge with Allah and His omnipotence from the evil of what I feel and that which I am wary of.”",83,"When Feeling Pain In The Body","بِسْمِ اللهِ  ( ثلاث مرات )  أَعُوذُ بِاللهِ وَقُدْرَتِهِ مِنْ شَرِّ مَا أَجِدُ وَأُحَاذِرُ ( سبع مرات )","""Uthman b. Abu al-'As Al-Thaqafi reported that he made a complaint of pain to Allah's Messenger (May peace be upon him) that he felt in his body at the time he had become Muslim. Thereupon Allah's Messenger (May peace be upon him) said:
Place your hand at the place where you feel pain in your body and say Bismillah (in the name of Allah) three times and seven times A'udhu billahi wa qudratihi min sharri ma ajidu wa uhadhiru (I seek refuge with Allah and with His Power from the evil that I find and that I fear).""",0,"""Sahih Muslim 2202
In-book reference  : Book 39, Hadith 91
USC-MSA web (English) reference  : Book 26, Hadith 5462""","  شروع اللہ کے نام سےشروع اللہ کے نام سے(تین دفعہ) (پھر سات مرتبہ یہ کہے) میں اللہ کی ذات اورقدرت سے ہر اس چیز سے پناہ مانگتا ہوں جسے میں محسوس کرتا ہوں اور جس سے میں خوف کرتا ہوں۔",126
Random,no,dua_86,"allaahumma laa tayra illaa tayruka, wa laa khayra illaa khayruka, wa laa ilaaha ghayruk ","O Allah, there is no omen but there is reliance on You, there is no good except Your good and none has the right to be worshipped except You.",86,"Dua when feeling that something is a bad omen","ٱللَّهُمَّ لَا دَيْرَ إِلَّا طَيْرُكَ ، وَلَا خَيْرَ إِلَّا خَيْرُكَ ، وَلَا إِلَهَ غَيْرُكَ",na,0,"""Reference  : Jami` at-Tirmidhi 3563
In-book reference  : Book 48, Hadith 194
English translation  : Vol. 6, Book 46, Hadith 3563 ""","اے اللہ نہیں کوئ تنگی دے سکتا جس کو تو تنگی نہ دے اور کوئ بھلائ نہیں دے سکتا جس کو تو بھلائ نہ دے اور تیرے علاوہ کوئ معبود نہیں۔",127
Random,no,dua_88,"Allah u akbar allaahumma ahillahu ‛alaynaa bil-amni wal-eemaan, was-salaamati wal-islaam, wat-tawfeeqi limaa tuhibbu rabbana watardaa, rabunaa wa rabbuk-allaah","Allah is the greatest. O Allah, let this moon (month) pass over us with blessings, Iman, safety, and in the belief of Islam. Grant us the ability to act on the actions that You love and Pleases You. (O moon) My Lord and Your Lord is Allah.",88,"Sighting the new moon","اللهُ أَكْـبَر، اللّهُمَّ أَهِلَّـهُ عَلَيْـنا بِالأمْـنِ وَالإيمـان، والسَّلامَـةِ والإسْلامِ، وَالتَّـوْفيـقِ لِما تُحِـبُّ رَبُّنـا وَتَـرْضَـى، رَبُّنـا وَرَبُّكَ اللهُ","""Bilal bin Yahya bin Talhah bin `Ubaidullah narrated :
from his father, from his grandfather Talhah bin `Ubaidullah that when the Prophet (May peace be upon him) would see a crescent moon, he would say: “O Allah, let this moon (month) pass over us with blessings, Iman, safety, and in the belief of Islam. Grant us the ability to act on the actions that You love and Pleases You. (O moon) My Lord and Your Lord is Allah""",0,"""Jami` at-Tirmidhi 3451
In-book reference  : Book 48, Hadith 82
English translation  : Vol. 6, Book 45, Hadith 3451""","اللہ سب سے بڑا ہے. اے اللہ ہم پر اس چاند کو خیر ، ایمان، سلامتی اور اسلام کے ساتھ طلوع فرما۔ اے چاند میرا اور تیرا رب اللہ ہے.",128
Family,no,dua_91,"u‛eedhuka bi kalimaat-illaahit-taammati min kulli shaytaanin, wa haammatin, wa min kulli ‛aynin laammah ","O Allah! I seek Refuge with Your Perfect Words from every devil and from poisonous pests and from every evil, harmful, envious eye.",91,"Seeking Allah’s protection for children","""أُعِيذُكَ بِكَلِمَاتِ اللهِ التَّامَّةِ مِنْ كُلِّ
شَيْطَانٍ ، وَهَامَّةٍ ، وَمِنْ كُلِّ عَيْنٍ لَامَّةٍ","The Prophet (May peace be upon him) used to seek Refuge with Allah for Al-Hasan and Al-Husain and say: ""Your forefather (i.e. Abraham) used to seek Refuge with Allah for Ishmael and Isaac by reciting the following: 'O Allah! I seek Refuge with Your Perfect Words from every devil and from poisonous pests and from every evil, harmful, envious eye.' """,0,"""Sahih al-Bukhari 3371
In-book reference  : Book 60, Hadith 50
USC-MSA web (English) reference  : Vol. 4, Book 55, Hadith 590""","میں پناہ مانگتا ہوں اللہ کے پورے پورے کلمات کے ذریعہ ہر ایک شیطان سے اور ہر زہریلے جانور سے اور ہر نقصان پہنچانے والی نظر بد سے ۔",76
Random,no,dua_92,"Al-hamdu lillaah.","All praises be to Allah",92,"After Sneezing","ٱلْحَمْدُ لِلّٰهِ","""Narrated Abu Huraira:
The Prophet (May peace be upon him) said, """"Allah loves sneezing but dislikes yawning; so if anyone of you sneezes and then praises Allah, every Muslim who hears him (praising Allah) has to say Tashmit to him. But as regards yawning, it is from Satan, so if one of you yawns, he should try his best to stop it, for when anyone of you yawns, Satan laughs at him.""",0,"""Sahih al-Bukhari 6226
In-book reference  : Book 78, Hadith 250
USC-MSA web (English) reference  : Vol. 8, Book 73, Hadith 245""","تمام تعریفیں اللہ کے لئے ہیں",129
Animal,no,dua_93,"A‛oodhu Billaahi Minash-Shaytaanir-Rajeem","I seek refuge with Allah from Satan, the outcast",93,"Barking of dog at night","أَعُوذُ بِاللهِ مِنَ الشَّيْطَانِ الرَّجِيمِ",na,0,"Sunan Abi Dawud 5103
In-book reference : Book 43, Hadith 331
English translation : Book 42, Hadith 5084","میں شیطان مردود سے اللہ کی پناہ مانگتا ہوں",41
Animal,no,dua_95,"alhamdu lillaahi rabbil-‛aalameen (1) ar-rahmaan-ir-raheem (2) maaliki yawm-id-deen (3) iyyaaka na‛budu wa iyyaaka nasta‛een (4) ihdinas-siraٰtal-mustaqeem (5) siraٰt-alladheena an‛amta ‛alayhim ghayril-maghdoobi ‛alayhim walad-daaalleen (6)","""All the praises and thanks be to Allah, the Lord of the 'Aalameen (the 
world and what is within it). (1) The Most Gracious, the Most Merciful 
(2) The Only Owner (and the Only Ruling Judge) of the Day of Recompense 
(i.e. the Day of Resurrection) (3) You (Alone) we worship, and You 
(Alone) we ask for help (for each and everything). (4) Guide us to the Straight Way. (5)The way of those upon whom You have bestowed Your Grace , not of those who have evoked [Your] anger or of those who went astray (6)""",95,"Heal the afflicted by a scorpions sting    ","اَلۡحَمۡدُ لِلّٰهِ رَبِّ الۡعٰلَمِيۡنَۙ‏ ﴿۱﴾ اَلرَّحۡمٰنِ الرَّحِيۡمِۙ‏ ﴿۲﴾ مٰلِكِ يَوۡمِ الدِّيۡنِؕ‏ ﴿۳﴾ اِيَّاكَ نَعۡبُدُ وَاِيَّاكَ نَسۡتَعِيۡنُؕ‏ ﴿۴﴾ اِهۡدِنَا الصِّرَاطَ الۡمُسۡتَقِيۡمَۙ‏ ﴿۵﴾ صِرَٰطَ ٱلَّذِينَ أَنْعَمْتَ عَلَيْهِمْ غَيْرِ ٱلْمَغْضُوبِ عَلَيْهِمْ وَلَا ٱلضَّآلِّينَ ﴿۶﴾ ",na,0,"""Sahih al-Bukhari 2276
In-book reference : Book 37, Hadith 16
English reference : Vol. 3, Book 36, Hadith 476""","سب تعریف اللہ تعالیٰ کے لئے ہے جو تمام جہانوں کا پالنے واﻻ ہے (1) بڑا مہربان نہایت رحم کرنے واﻻ (2) بدلے کے دن (یعنی قیامت) کا مالک ہے (3)  ہم صرف تیری ہی عبادت کرتے ہیں اور صرف تجھ ہی سے مدد چاہتے ہیں (4) ہمیں سیدھی (اور سچی) راه دکھا (5) ان لوگوں کی راه جن پر تو نے انعام کیا ان کی نہیں جن پر غضب کیا گیا (یعنی وه لوگ جنہوں نے حق کو پہچانا، مگر اس پر عمل پیرا نہیں ہوئے) اور نہ گمراہوں کی (یعنی وه لوگ جو جہالت کے سبب راه حق سے برگشتہ ہوگئے)",42
Animal,no,dua_96,"A‛oodhu Billaahi Minash-Shaytaanir-Rajeem","I seek refuge with Allah from Satan, the outcast",96,"Hearing the braying of donkey","أَعُوذُ بِاللهِ مِنَ الشَّيْطَانِ الرَّجِيمِ",na,0,"""Sunan Abi Dawud 5103
In-book reference : Book 43, Hadith 331
English translation : Book 42, Hadith 5084""","میں شیطان مردود سے اللہ کی پناہ مانگتا ہوں",43
Animal,no,dua_98,"al-hamdu lillaah, al-hamdu lillaah, al-hamdu lillaah, allaahu akbar, allaahu akbar, allaahu akbar, subhaanak-allaahumma innee zalamtu nafsee faghfir lee, fa innahu laa yaghfir-udh-dhunooba illaa ant","All praise is for Allah, All praise is for Allah, All praise is for Allah, Allah is the greatest, Allah is the greatest, Allah is the greatest. How far from imperfections You are, O Allah, verily I have wronged my soul, so forgive me, for surely none can forgive sins except You.",98,"Mounting on Animals","ٱلْحَمْدُ لِلّٰهِ ، ٱلْحَمْدُ لِلّٰهِ ، ٱلْحَمْدُ لِلّٰهِ ، اللهُ أَكْبَرُ ، اللهُ أَكْبَرُ ، اللهُ أَكْبَرُ ، سُبْحَانَكَ اللَّهُمَّ إِنِّي ظَلَمْتُ نَفْسِي فَاغْفِرْ لِي ، فَإِنَّهُ لَا يَغْفِرُ الذُّنُوبَ إِلَّا أَنْتَ",na,0,"""Sunan Abi Dawud 2602
In-book reference : Book 15, Hadith 126
English translation : Book 14, Hadith 2596""","تمام تعریفیں اللہ کے لئے ہے، تمام تعریفیں اللہ کے لیے ہے،تمام تعریفیں اللہ کے لئے ہے، اللہ سب سے بڑا ہے، اللہ بہت بڑا ہے، اللہ سب سے بڑا ہے. تو پاک ہے.  اللہ، بیشک میں نے اپنی جان پر ظلم کیا ہے، تو مجھے معاف کر، بیشک  کوئی آپ کے علاوہ گناہ معاف نہی کر سکتے",44
Dressing,no,dua_99,"alhamdu lillaahil-ladhee kasaanee haadhath-thawba wa razaqaneehi min ghayri hawlin minnee wa laa quwwah","All Praise is for Allah who has clothed me with this garment and provided it for me, with no power nor might from myself.",99,"Getting Dressed","ٱلْحَمْدُ  لِلّٰهِ الَّذِي كَسَانِي هَذَا الثَّوْبَ وَرَزَقَنِيهِ مِنْ غَيْرِ حَوْلٍ مِنِّي وَلَا قُوَّةٍ ","Narrated Mu'adh ibn Anas: If anyone puts on a garment and says: ""Praise be to Allah Who has clothed me with this and provided me with it through no might and power on my part,"" he will be forgiven his former and later sins.",0,"""Sunan Abi Dawud 4023
In-book reference: Book 34, Hadith 4
English translation: Book 33, Hadith 4012
""","سب تعریفیں اللہ کے لیے ہیں جس نے مجھے یہ لباس فراہم کیا اود اس کے ساتھ مجھے ملبوس کیا حالاںکہ میں اس کی استطاعت اور طاقت نہیں رکھتا تھا",63
Forgiveness,no,dua_100,"allaahum-magh-fir lee maa qaddamtu wa maa akh-khartu, wa maa asrartu wa maa a‛lant wa maa asraft, wa maa anta a‛lamu bihi minnee, ’antal-muqad-dimu wa antal-mu’akh-khir, laa ilaaha il-laa ant","O Allah, forgive me my former and latter sins, what I have kept secret and what I have done openly, and what I have done extravagance; and what You know better than I do. You are the Advancer, the Delayer, there is no god but You.",100,"Dua after the last tashahhud and before salaam","ٱللَّهُمَّ اغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ وَمَا أَسْرَرْتُ وَمَا أَعْلَنْتُ وَمَا أَسْرَفْتُ وَمَا أَنْتَ أَعْلَمُ بِهِ مِنِّي أَنْتَ الْمُقَدِّمُ وَأَنْتَ الْمُؤَخِّرُ لاَ إِلَهَ إِلاَّ أَنْتَ","Ali b. Abi Talib said: When the Prophet (May peace be upon him) uttered salutation at the end of the prayer, he used to say: ""O Allah, forgive me my former and latter sins, what I have kept secret and what I have done openly, and what I have done extravagance; and what You know better than I do. You are the Advancer, the Delayer, there is no god but You.""",0,"Sunan Abi Dawud 1509, In-book reference : Book 8, Hadith 94, English translation : Book 8, Hadith 1504","اے اللہ ! میرے اگلے پچھلے گناہ معاف کر دے اور وہ تمام گناہ جنہیں میں نے چھپ کر اور کھلم کھلا کیا ہو ، اور جو زیادتی کی ہو اسے اور اس گناہ کو جسے تو مجھ سے زیادہ جانتا ہے ، بخش دے ۔ تو جسے چاہے آگے کرے ، جسے چاہے پیچھے کرے ، تیرے سوا کوئی معبود برحق نہیں",86
Forgiveness,no,dua_101,"sub-haa-nal-laahi wa bi-hamdih","How far from imperfections (far removed from imperfections) Allah is and I praise Him",101,"Dua and remembrance in the morning and evening","سُبْحَانَ اللَّهِ وَبِحَمْدِهِ","Narrated Abu Huraira: Allah's Messenger (May peace be upon him) said, ""Whoever says, 'Subhan Allah wa bihamdihi,' one hundred times a day, will be forgiven all his sins even if they were as much as the foam of the sea.",0,"Sahih al-Bukhari 6405, In-book reference : Book 80, Hadith 100, USC-MSA web (English) reference : Vol. 8, Book 75, Hadith 414","پاک ہے اللہ اپنی خوبیوں سمیت",87
Forgiveness,no,dua_102,"subhaan-allaah, wal-hamdu lillaah, wallaahu akbar, laa ilaaha ill-allaahu wahdahu laa shareeka lah, lahul-mulku wa lahul-hamdu wa huwa ‛alaa kulli shay’in qadeer","How far from imperfections Allah is, all praise is for Allah, and Allah is the greatest, None has the right to be worshipped except Allah, alone, without partner, to Him belongs all sovereignty and praise and He is over all things omnipotent",102,"Dua and remembrance after finishing the prayer with salaam","سُبْحَانَ اللهِ ، وَالْحَمْدُ لِلّٰهِ ، وَاللهُ أَكْبَرُ  لَا إِلَهَ إِلَّا اللهُ ، وَحْدَهُ لَا شَرِيكَ لَهُ ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ","Abu Huraira reported Allah's Messenger (May peace be upon him) as saying: He who uttered these words:"" There is no god but Allah, the One, having no partner with Him. Sovereignty belongs to Him and all the praise is due to Him, and He is Potent over everything"" one hundred times every day there is a reward of emancipating ten slaves for him, and there are recorded hundred virtues to his credit, and hundred vices are blotted out from his scroll, and that is a safeguard for him against the Satan on that day till evening and no one brings anything more excellent than this, except one who has done more than this (who utters these words more than one hundred times and does more good acts) and he who utters:"" Hallowed be Allah, and all praise is due to Him,"" one hundred times a day, his sins are obliterated even if they are equal to the extent of the foam of the ocean.",0,"Sahih Muslim 2691, In-book reference : Book 48, Hadith 38, USC-MSA web (English) reference : Book 35, Hadith 6508"," پاک ہے اللہ ، تمام تعریف اللہ کے لئے ہے ، اللہ سب سے بڑا ہے . اللہ کے سوا کوئی معبود نہیں وہ ایک ہےاسکا کوئ شریک نہیں. بادشاہت اسی کی ہے اور سب تعریف اسی کے لیے ہے اور وہ ہر چیز پر قادر ہے .",88
